cylinders_2	cylinders_3	cylinders_4	cylinders_5	origin_2	origin_3	model_yr_2	model_yr_3	model_yr_4	model_yr_5	model_yr_6	model_yr_7	model_yr_8	model_yr_9	model_yr_10	model_yr_11	model_yr_12	model_yr_13	displacement	horsepower	weight	acceleration_2	acceleration_3	acceleration_4	acceleration_5	acceleration_6	acceleration_7	acceleration_8	acceleration_9	acceleration_10	acceleration_11	acceleration_12	acceleration_13	acceleration_14	acceleration_15	acceleration_16	acceleration_17	acceleration_18	acceleration_19	acceleration_20	acceleration_21	acceleration_22	acceleration_23	acceleration_24	acceleration_25	acceleration_26	acceleration_27	acceleration_28	acceleration_29	acceleration_30	acceleration_31	acceleration_32	acceleration_33	acceleration_34	acceleration_35	acceleration_36	acceleration_37	acceleration_38	acceleration_39	acceleration_40	acceleration_41	acceleration_42	acceleration_43	acceleration_44	acceleration_45	acceleration_46	acceleration_47	acceleration_48	acceleration_49	acceleration_50	acceleration_51	acceleration_52	acceleration_53	acceleration_54	acceleration_55	acceleration_56	acceleration_57	acceleration_58	acceleration_59	acceleration_60	acceleration_61	acceleration_62	acceleration_63	acceleration_64	acceleration_65	acceleration_66	acceleration_67	acceleration_68	acceleration_69	acceleration_70	acceleration_71	acceleration_72	acceleration_73	acceleration_74	acceleration_75	acceleration_76	acceleration_77	acceleration_78	acceleration_79	acceleration_80	acceleration_81	acceleration_82	acceleration_83	acceleration_84	acceleration_85	acceleration_86	acceleration_87	acceleration_88	acceleration_89	acceleration_90	acceleration_91	acceleration_92	acceleration_93	acceleration_94	acceleration_95	car_name	output
48	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 0.5425742	-0.10895728	 0.36792632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.05628890	 9.14921e-01
49	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 0.5425742	-0.42018931	 0.19906361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.02772537	 8.44452e-01
50	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.6850100	-0.47206131	-0.88614502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.43020675	 1.17021e+00
51	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.7425530	-0.36831730	-1.00068826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.66498756	 1.44393e+00
52	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1.0974015	-0.88703735	-1.05855031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.68734763	 1.54271e+00
53	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1.0110870	-0.73142134	-1.06917803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28531570	 1.54271e+00
54	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	-1.1741255	-1.01671736	-1.41398861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.32460982	 1.59019e+00
55	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	-1.1645350	-0.91297335	-1.60292591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81077750	 1.76892e+00
56	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.9247725	-1.14639738	-1.34195626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.53703054	 1.39245e+00
57	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.9823155	-0.88703735	-1.19907243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 0.77678794	 1.33946e+00
58	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	-0.7713245	-0.23863729	-0.81765525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.38051001	 1.22846e+00
59	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.9199773	-0.62767733	-0.99714569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48655639	 1.28483e+00
60	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.9247725	-1.30201339	-0.84599585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 1.61529081	 1.17021e+00
61	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.5123810	-0.36831730	-0.66414369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95611800	 9.82483e-01
62	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.6850100	-0.47206131	-0.87905987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.10598564	 1.04740e+00
63	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.5016243	 1.57688288	 1.53933759	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.05673835	 4.35387e-01
64	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.9811493	 1.83624291	 1.67041284	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.03392882	 5.26391e-01
65	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.1947282	 1.18784285	 1.37519831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.83268813	 6.12215e-01
66	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.5112148	 1.26565085	 1.36811316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.08407501	 5.26391e-01
67	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.0604612	 1.18784285	 0.82846099	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.63810034	 7.70766e-01
68	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 2.2592739	 2.69213099	 1.96326566	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.48610694	 2.34455e-01
69	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.5016243	 1.31752286	 1.80857325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.31387923	 4.35387e-01
70	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.5016243	 1.44720287	 1.75425377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.60908736	 3.38410e-01
71	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.9811493	 2.22528295	 1.71410460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.82195754	 4.35387e-01
72	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	-1.1837160	-0.18676528	-0.75625063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.38548660	 9.14921e-01
73	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.0604612	 1.18784285	 1.08824978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.53747999	 6.12215e-01
74	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.0892327	 0.66912280	 1.33150656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.12381858	 4.35387e-01
75	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.0412802	 0.92848282	 1.56295475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.06171494	 4.35387e-01
76	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.1947282	 1.18784285	 1.30670854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.94448851	 5.26391e-01
77	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.6946005	 0.20227475	-0.04419317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.62647085	 8.44452e-01
78	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.6946005	-0.73142134	-0.54251530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.50349043	 1.10991e+00
79	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.7041910	-0.44612531	 0.01012630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.70970771	 1.04740e+00
80	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.9343630	-0.91297335	-0.92275162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.16808928	 1.33946e+00
81	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.6850100	-0.47206131	-0.67949485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.09480560	 1.10991e+00
82	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	-0.9247725	-0.31644530	-0.80584667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71015716	 1.44393e+00
83	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	-0.7041910	-0.18676528	-0.54841960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.45877028	 1.17021e+00
84	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.9151820	-0.62767733	-0.95227308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49773643	 1.44393e+00
85	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	-0.9247725	-0.42018931	-1.02784800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.33578985	 1.39245e+00
86	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.5016243	 1.83624291	 1.33386828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.38095946	 4.35387e-01
87	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.0604612	 1.18784285	 0.82846099	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.54866003	 5.26391e-01
88	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.5016243	 1.05816283	 1.20161216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.04555831	 4.35387e-01
89	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.0412802	 0.85067481	 1.26537850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.07289497	 5.26391e-01
90	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.1947282	 1.18784285	 0.95245110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44183624	 6.12215e-01
91	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 2.2592739	 2.43277097	 2.33995941	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.49728698	 3.38410e-01
92	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.9811493	 1.18784285	 1.76370064	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.16853873	 4.35387e-01
93	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.5112148	 1.39533087	 1.64443397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00581474	 4.35387e-01
94	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.1947282	 1.18784285	 1.49564584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.82150809	 5.26391e-01
95	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 2.3647694	 2.87368301	 2.08371319	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83313758	 4.35387e-01
96	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 2.5086269	 3.13304303	 2.33877855	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.33623930	 3.38410e-01
97	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.5975293	 1.83624291	 1.00440886	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.66046041	 4.35387e-01
